"","competition_id","competition_name","competition_gender","competition_country","competition_season","competition_round","match_id","date","city","arena_id","arena_name","neutral_arena","attendance","home_id","home_name","away_id","away_name","winner_id","winner_name","result_home","result_away","result_home_first_half","result_away_first_half","result_home_second_half","result_away_second_half","result_home_ot1_first_half","result_away_ot1_first_half","result_home_ot1_second_half","result_away_ot1_second_half","result_home_ot2_first_half","result_away_ot2_first_half","result_home_ot2_second_half","result_away_ot2_second_half","result_home_penalty","result_away_penalty"
"14020",1,"HBL","male","Germany","2018/19","22","15060227",2019-02-21,"Nürnberg","","","",4050,6,"HC Erlangen",14,"Bergischer HC","6","HC Erlangen",26,18,12,14,14,4,0,0,NA,NA,"","","","",0,0
"14019",1,"HBL","male","Germany","2018/19","22","15060225",2019-02-24,"Magdeburg","","","",6600,4,"SC Magdeburg",17,"TVB Stuttgart","4","SC Magdeburg",37,30,18,19,19,11,0,0,NA,NA,"","","","",0,0
"14018",1,"HBL","male","Germany","2018/19","22","15060223",2019-04-21,"Mannheim","","","",13200,3,"Rhein-Neckar Löwen",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",23,26,8,15,15,11,0,0,NA,NA,"","","","",0,0
"14017",1,"HBL","male","Germany","2018/19","21","15060221",2019-02-14,"Stuttgart","","","",2183,17,"TVB Stuttgart",9,"TBV Lemgo Lippe","17","TVB Stuttgart",25,23,14,11,11,12,0,0,NA,NA,"","","","",0,0
"14016",1,"HBL","male","Germany","2018/19","21","15060219",2019-02-17,"Solingen","","","",2491,14,"Bergischer HC",1,"HSG Wetzlar","14","Bergischer HC",26,22,16,10,10,12,0,0,NA,NA,"","","","",0,0
"14015",1,"HBL","male","Germany","2018/19","21","15060217",2019-02-14,"Ludwigshafen","","","",2041,42,"Die Eulen Ludwigshafen",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",25,27,15,10,10,17,0,0,NA,NA,"","","","",0,0
"14014",1,"HBL","male","Germany","2018/19","21","15060215",2019-02-14,"Minden","","","",3194,10,"GWD Minden",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",26,31,15,11,11,20,0,0,NA,NA,"","","","",0,0
"14013",1,"HBL","male","Germany","2018/19","21","15060213",2019-02-14,"Göppingen","","","",4000,11,"FRISCH AUF! Göppingen",13,"SC DHfK Leipzig","11","FRISCH AUF! Göppingen",34,27,21,13,13,14,0,0,NA,NA,"","","","",0,0
"14012",1,"HBL","male","Germany","2018/19","21","15060211",2019-02-17,"Kassel","","","",4109,15,"MT Melsungen",52,"SG BBM Bietigheim","15","MT Melsungen",31,24,16,15,15,9,0,0,NA,NA,"","","","",0,0
"14011",1,"HBL","male","Germany","2018/19","21","15060209",2019-02-17,"Berlin","","","",7390,2,"Füchse Berlin",7,"VfL Gummersbach","2","Füchse Berlin",25,19,13,12,12,7,0,0,NA,NA,"","","","",0,0
"14010",1,"HBL","male","Germany","2018/19","21","15060207",2019-02-17,"Flensburg","","","",6177,5,"SG Flensburg-Handewitt",6,"HC Erlangen","5","SG Flensburg-Handewitt",28,18,13,15,15,3,0,0,NA,NA,"","","","",0,0
"14009",1,"HBL","male","Germany","2018/19","21","15060205",2019-02-17,"Kiel","","","",10285,18,"THW Kiel",4,"SC Magdeburg","4","SC Magdeburg",25,28,13,12,12,16,0,0,NA,NA,"","","","",0,0
"14008",1,"HBL","male","Germany","2018/19","20","15060203",2019-02-10,"Bietigheim-Bissingen","","","",2913,52,"SG BBM Bietigheim",13,"SC DHfK Leipzig","13","SC DHfK Leipzig",15,24,9,6,6,18,0,0,NA,NA,"","","","",0,0
"14007",1,"HBL","male","Germany","2018/19","20","15060201",2019-02-07,"Lemgo","","","",4209,9,"TBV Lemgo Lippe",2,"Füchse Berlin","9","TBV Lemgo Lippe",34,30,15,19,19,11,0,0,NA,NA,"","","","",0,0
"14006",1,"HBL","male","Germany","2018/19","20","15060199",2019-02-07,"Gummersbach","","","",3431,7,"VfL Gummersbach",42,"Die Eulen Ludwigshafen","draw","draw",20,20,5,15,15,5,0,0,NA,NA,"","","","",0,0
"14005",1,"HBL","male","Germany","2018/19","20","15060197",2019-02-07,"Hannover","","","",4862,12,"TSV Hannover-Burgdorf",17,"TVB Stuttgart","12","TSV Hannover-Burgdorf",33,22,19,14,14,8,0,0,NA,NA,"","","","",0,0
"14004",1,"HBL","male","Germany","2018/19","20","15060195",2019-02-07,"Wetzlar","","","",4204,1,"HSG Wetzlar",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",23,30,12,11,11,19,0,0,NA,NA,"","","","",0,0
"14003",1,"HBL","male","Germany","2018/19","20","15060193",2019-02-07,"Göppingen","","","",5100,11,"FRISCH AUF! Göppingen",18,"THW Kiel","18","THW Kiel",25,29,12,13,13,16,0,0,NA,NA,"","","","",0,0
"14002",1,"HBL","male","Germany","2018/19","20","15060191",2019-02-10,"Nürnberg","","","",5112,6,"HC Erlangen",10,"GWD Minden","10","GWD Minden",25,29,10,15,15,14,0,0,NA,NA,"","","","",0,0
"14001",1,"HBL","male","Germany","2018/19","20","15060189",2019-02-10,"Magdeburg","","","",6600,4,"SC Magdeburg",15,"MT Melsungen","4","SC Magdeburg",32,24,15,17,17,7,0,0,NA,NA,"","","","",0,0
"14000",1,"HBL","male","Germany","2018/19","20","15060187",2019-02-09,"Mannheim","","","",9137,3,"Rhein-Neckar Löwen",14,"Bergischer HC","3","Rhein-Neckar Löwen",26,20,15,11,11,9,0,0,NA,NA,"","","","",0,0
"13999",1,"HBL","male","Germany","2018/19","19","15060185",2018-12-27,"Leipzig","","","",7213,13,"SC DHfK Leipzig",4,"SC Magdeburg","4","SC Magdeburg",24,25,13,11,11,14,0,0,NA,NA,"","","","",0,0
"13998",1,"HBL","male","Germany","2018/19","19","15060183",2018-12-27,"Kassel","","","",4300,15,"MT Melsungen",1,"HSG Wetzlar","15","MT Melsungen",26,24,13,13,13,11,0,0,NA,NA,"","","","",0,0
"13997",1,"HBL","male","Germany","2018/19","19","15060181",2018-12-27,"Kiel","","","",10285,18,"THW Kiel",3,"Rhein-Neckar Löwen","18","THW Kiel",31,28,16,15,15,13,0,0,NA,NA,"","","","",0,0
"13996",1,"HBL","male","Germany","2018/19","19","15060179",2018-12-26,"Stuttgart","","","",6211,17,"TVB Stuttgart",7,"VfL Gummersbach","17","TVB Stuttgart",31,30,14,17,17,13,0,0,NA,NA,"","","","",0,0
"13995",1,"HBL","male","Germany","2018/19","19","15060177",2018-12-26,"Wuppertal","","","",2982,14,"Bergischer HC",12,"TSV Hannover-Burgdorf","14","Bergischer HC",25,22,14,11,11,11,0,0,NA,NA,"","","","",0,0
"13994",1,"HBL","male","Germany","2018/19","19","15060175",2018-12-26,"Ludwigshafen","","","",2350,42,"Die Eulen Ludwigshafen",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",18,30,9,9,9,21,0,0,NA,NA,"","","","",0,0
"13993",1,"HBL","male","Germany","2018/19","19","15060173",2018-12-26,"Minden","","","",3750,10,"GWD Minden",9,"TBV Lemgo Lippe","9","TBV Lemgo Lippe",27,30,15,12,12,18,0,0,NA,NA,"","","","",0,0
"13992",1,"HBL","male","Germany","2018/19","19","15060171",2018-12-26,"Göppingen","","","",4900,11,"FRISCH AUF! Göppingen",52,"SG BBM Bietigheim","11","FRISCH AUF! Göppingen",31,27,15,16,16,11,0,0,NA,NA,"","","","",0,0
"13991",1,"HBL","male","Germany","2018/19","19","15060169",2018-12-26,"Berlin","","","",8124,2,"Füchse Berlin",6,"HC Erlangen","2","Füchse Berlin",26,25,14,12,12,13,0,0,NA,NA,"","","","",0,0
"13990",1,"HBL","male","Germany","2018/19","18","15060167",2018-12-22,"Bietigheim-Bissingen","","","",3572,52,"SG BBM Bietigheim",18,"THW Kiel","18","THW Kiel",21,32,11,10,10,22,0,0,NA,NA,"","","","",0,0
"13989",1,"HBL","male","Germany","2018/19","18","15060165",2018-12-23,"Lemgo","","","",4580,9,"TBV Lemgo Lippe",14,"Bergischer HC","draw","draw",22,22,10,12,12,10,0,0,NA,NA,"","","","",0,0
"13988",1,"HBL","male","Germany","2018/19","18","15060163",2018-12-20,"Gummersbach","","","",3024,7,"VfL Gummersbach",15,"MT Melsungen","15","MT Melsungen",23,28,12,11,11,17,0,0,NA,NA,"","","","",0,0
"13987",1,"HBL","male","Germany","2018/19","18","15060161",2018-12-23,"Hannover","","","",8167,12,"TSV Hannover-Burgdorf",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",29,30,14,15,15,15,0,0,NA,NA,"","","","",0,0
"13986",1,"HBL","male","Germany","2018/19","18","15060159",2018-12-23,"Wetzlar","","","",4421,1,"HSG Wetzlar",13,"SC DHfK Leipzig","1","HSG Wetzlar",23,22,12,11,11,11,0,0,NA,NA,"","","","",0,0
"13985",1,"HBL","male","Germany","2018/19","18","15060157",2018-12-20,"Nürnberg","","","",6087,6,"HC Erlangen",42,"Die Eulen Ludwigshafen","6","HC Erlangen",26,22,13,13,13,9,0,0,NA,NA,"","","","",0,0
"13984",1,"HBL","male","Germany","2018/19","18","15060155",2018-12-23,"Magdeburg","","","",6600,4,"SC Magdeburg",2,"Füchse Berlin","2","Füchse Berlin",25,27,12,13,13,14,0,0,NA,NA,"","","","",0,0
"13983",1,"HBL","male","Germany","2018/19","18","15060153",2018-12-20,"Flensburg","","","",6005,5,"SG Flensburg-Handewitt",10,"GWD Minden","5","SG Flensburg-Handewitt",35,28,14,21,21,7,0,0,NA,NA,"","","","",0,0
"13982",1,"HBL","male","Germany","2018/19","18","15060151",2018-12-20,"Mannheim","","","",8414,3,"Rhein-Neckar Löwen",17,"TVB Stuttgart","3","Rhein-Neckar Löwen",34,29,17,17,17,12,0,0,NA,NA,"","","","",0,0
"13981",1,"HBL","male","Germany","2018/19","17","15206341",2018-09-13,"Magdeburg","","","",6600,4,"SC Magdeburg",18,"THW Kiel","4","SC Magdeburg",35,30,18,17,17,13,0,0,NA,NA,"","","","",0,0
"13980",1,"HBL","male","Germany","2018/19","17","15060149",2018-12-16,"Lemgo","","","",3166,9,"TBV Lemgo Lippe",15,"MT Melsungen","9","TBV Lemgo Lippe",28,26,15,13,13,13,0,0,NA,NA,"","","","",0,0
"13979",1,"HBL","male","Germany","2018/19","17","15060147",2018-12-16,"Minden","","","",3282,10,"GWD Minden",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",28,29,15,13,13,16,0,0,NA,NA,"","","","",0,0
"13978",1,"HBL","male","Germany","2018/19","17","15060145",2018-12-15,"Nürnberg","","","",4418,6,"HC Erlangen",1,"HSG Wetzlar","6","HC Erlangen",27,20,13,14,14,6,0,0,NA,NA,"","","","",0,0
"13977",1,"HBL","male","Germany","2018/19","17","15060143",2018-12-16,"Berlin","","","",9000,2,"Füchse Berlin",13,"SC DHfK Leipzig","2","Füchse Berlin",26,23,13,13,13,10,0,0,NA,NA,"","","","",0,0
"13976",1,"HBL","male","Germany","2018/19","17","15060141",2018-12-16,"Flensburg","","","",6104,5,"SG Flensburg-Handewitt",14,"Bergischer HC","5","SG Flensburg-Handewitt",25,23,9,16,16,7,0,0,NA,NA,"","","","",0,0
"13975",1,"HBL","male","Germany","2018/19","17","15060139",2018-12-15,"Mannheim","","","",8243,3,"Rhein-Neckar Löwen",12,"TSV Hannover-Burgdorf","3","Rhein-Neckar Löwen",29,23,12,17,17,6,0,0,NA,NA,"","","","",0,0
"13974",1,"HBL","male","Germany","2018/19","17","15060137",2018-12-13,"Stuttgart","","","",5271,17,"TVB Stuttgart",52,"SG BBM Bietigheim","17","TVB Stuttgart",31,26,17,14,14,12,0,0,NA,NA,"","","","",0,0
"13973",1,"HBL","male","Germany","2018/19","17","15060135",2018-12-13,"Ludwigshafen","","","",2350,42,"Die Eulen Ludwigshafen",7,"VfL Gummersbach","7","VfL Gummersbach",26,27,12,14,14,13,0,0,NA,NA,"","","","",0,0
"13972",1,"HBL","male","Germany","2018/19","16","15060133",2018-12-09,"Wuppertal","","","",2347,14,"Bergischer HC",10,"GWD Minden","14","Bergischer HC",26,21,13,13,13,8,0,0,NA,NA,"","","","",0,0
"13971",1,"HBL","male","Germany","2018/19","16","15060131",2018-12-09,"Leipzig","","","",4114,13,"SC DHfK Leipzig",9,"TBV Lemgo Lippe","draw","draw",22,22,11,11,11,11,0,0,NA,NA,"","","","",0,0
"13970",1,"HBL","male","Germany","2018/19","16","15060129",2018-12-09,"Wetzlar","","","",4077,1,"HSG Wetzlar",12,"TSV Hannover-Burgdorf","1","HSG Wetzlar",29,28,16,13,13,15,0,0,NA,NA,"","","","",0,0
"13969",1,"HBL","male","Germany","2018/19","16","15060127",2018-12-06,"Ludwigsburg","","","",2156,52,"SG BBM Bietigheim",6,"HC Erlangen","6","HC Erlangen",24,26,9,15,15,11,0,0,NA,NA,"","","","",0,0
"13968",1,"HBL","male","Germany","2018/19","16","15060125",2018-12-06,"Gummersbach","","","",2676,7,"VfL Gummersbach",2,"Füchse Berlin","2","Füchse Berlin",20,29,10,10,10,19,0,0,NA,NA,"","","","",0,0
"13967",1,"HBL","male","Germany","2018/19","16","15060123",2018-12-06,"Kassel","","","",4300,15,"MT Melsungen",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",18,24,10,8,8,16,0,0,NA,NA,"","","","",0,0
"13966",1,"HBL","male","Germany","2018/19","16","15060121",2018-12-06,"Göppingen","","","",4000,11,"FRISCH AUF! Göppingen",42,"Die Eulen Ludwigshafen","11","FRISCH AUF! Göppingen",30,26,16,14,14,12,0,0,NA,NA,"","","","",0,0
"13965",1,"HBL","male","Germany","2018/19","16","15060119",2018-12-06,"Mannheim","","","",8210,3,"Rhein-Neckar Löwen",4,"SC Magdeburg","3","Rhein-Neckar Löwen",28,22,18,10,10,12,0,0,NA,NA,"","","","",0,0
"13964",1,"HBL","male","Germany","2018/19","16","15060117",2018-12-06,"Kiel","","","",10285,18,"THW Kiel",17,"TVB Stuttgart","18","THW Kiel",32,19,17,15,15,4,0,0,NA,NA,"","","","",0,0
"13963",1,"HBL","male","Germany","2018/19","15","15060115",2018-12-02,"Berlin","","","",8618,2,"Füchse Berlin",14,"Bergischer HC","2","Füchse Berlin",26,22,10,16,16,6,0,0,NA,NA,"","","","",0,0
"13962",1,"HBL","male","Germany","2018/19","15","15060113",2018-12-02,"Lemgo","","","",3046,9,"TBV Lemgo Lippe",52,"SG BBM Bietigheim","9","TBV Lemgo Lippe",40,27,21,19,19,8,0,0,NA,NA,"","","","",0,0
"13961",1,"HBL","male","Germany","2018/19","15","15060111",2018-12-02,"Minden","","","",2643,10,"GWD Minden",7,"VfL Gummersbach","10","GWD Minden",40,28,18,22,22,6,0,0,NA,NA,"","","","",0,0
"13960",1,"HBL","male","Germany","2018/19","15","15060109",2018-12-02,"Flensburg","","","",5917,5,"SG Flensburg-Handewitt",1,"HSG Wetzlar","5","SG Flensburg-Handewitt",30,29,16,14,14,15,0,0,NA,NA,"","","","",0,0
"13959",1,"HBL","male","Germany","2018/19","15","15060107",2018-12-02,"Hannover","","","",9500,12,"TSV Hannover-Burgdorf",18,"THW Kiel","18","THW Kiel",25,32,13,12,12,20,0,0,NA,NA,"","","","",0,0
"13958",1,"HBL","male","Germany","2018/19","15","15060105",2018-11-29,"Ludwigshafen","","","",2350,42,"Die Eulen Ludwigshafen",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",21,28,11,10,10,18,0,0,NA,NA,"","","","",0,0
"13957",1,"HBL","male","Germany","2018/19","15","15060103",2018-11-29,"Nürnberg","","","",3872,6,"HC Erlangen",13,"SC DHfK Leipzig","6","HC Erlangen",24,23,15,9,9,14,0,0,NA,NA,"","","","",0,0
"13956",1,"HBL","male","Germany","2018/19","15","15060101",2018-11-29,"Stuttgart","","","",2041,17,"TVB Stuttgart",15,"MT Melsungen","17","TVB Stuttgart",30,26,14,16,16,10,0,0,NA,NA,"","","","",0,0
"13955",1,"HBL","male","Germany","2018/19","15","15060099",2018-11-29,"Magdeburg","","","",6600,4,"SC Magdeburg",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",28,29,15,13,13,16,0,0,NA,NA,"","","","",0,0
"13954",1,"HBL","male","Germany","2018/19","14","15206325",2018-11-22,"Bietigheim-Bissingen","","","",1708,52,"SG BBM Bietigheim",4,"SC Magdeburg","4","SC Magdeburg",29,33,15,14,14,19,0,0,NA,NA,"","","","",0,0
"13953",1,"HBL","male","Germany","2018/19","14","15060097",2018-11-21,"Leipzig","","","",3927,13,"SC DHfK Leipzig",12,"TSV Hannover-Burgdorf","13","SC DHfK Leipzig",31,26,13,18,18,8,0,0,NA,NA,"","","","",0,0
"13952",1,"HBL","male","Germany","2018/19","14","15060095",2018-11-25,"Mannheim","","","",7247,3,"Rhein-Neckar Löwen",10,"GWD Minden","3","Rhein-Neckar Löwen",32,29,17,15,15,14,0,0,NA,NA,"","","","",0,0
"13951",1,"HBL","male","Germany","2018/19","14","15060093",2018-11-22,"Lemgo","","","",3260,9,"TBV Lemgo Lippe",17,"TVB Stuttgart","9","TBV Lemgo Lippe",29,24,15,14,14,10,0,0,NA,NA,"","","","",0,0
"13950",1,"HBL","male","Germany","2018/19","14","15060091",2018-11-22,"Solingen","","","",2255,14,"Bergischer HC",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",25,28,11,14,14,14,0,0,NA,NA,"","","","",0,0
"13949",1,"HBL","male","Germany","2018/19","14","15060089",2018-11-22,"Gummersbach","","","",3024,7,"VfL Gummersbach",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",23,33,12,11,11,22,0,0,NA,NA,"","","","",0,0
"13948",1,"HBL","male","Germany","2018/19","14","15060087",2018-11-24,"Wetzlar","","","",4123,1,"HSG Wetzlar",42,"Die Eulen Ludwigshafen","1","HSG Wetzlar",30,19,16,14,14,5,0,0,NA,NA,"","","","",0,0
"13947",1,"HBL","male","Germany","2018/19","14","15060085",2018-11-22,"Kassel","","","",3521,15,"MT Melsungen",6,"HC Erlangen","15","MT Melsungen",27,26,14,13,13,13,0,0,NA,NA,"","","","",0,0
"13946",1,"HBL","male","Germany","2018/19","14","15060083",2018-11-22,"Kiel","","","",10285,18,"THW Kiel",2,"Füchse Berlin","18","THW Kiel",26,22,14,12,12,10,0,0,NA,NA,"","","","",0,0
"13945",1,"HBL","male","Germany","2018/19","13","15060081",2018-12-09,"Nürnberg","","","",3651,6,"HC Erlangen",17,"TVB Stuttgart","6","HC Erlangen",31,25,15,16,16,9,0,0,NA,NA,"","","","",0,0
"13944",1,"HBL","male","Germany","2018/19","13","15060079",2018-11-18,"Ludwigshafen","","","",2026,42,"Die Eulen Ludwigshafen",13,"SC DHfK Leipzig","42","Die Eulen Ludwigshafen",27,24,10,17,17,7,0,0,NA,NA,"","","","",0,0
"13943",1,"HBL","male","Germany","2018/19","13","15060077",2018-11-18,"Minden","","","",2267,10,"GWD Minden",1,"HSG Wetzlar","10","GWD Minden",24,22,12,12,12,10,0,0,NA,NA,"","","","",0,0
"13942",1,"HBL","male","Germany","2018/19","13","15060075",2018-11-18,"Göppingen","","","",4600,11,"FRISCH AUF! Göppingen",7,"VfL Gummersbach","11","FRISCH AUF! Göppingen",35,26,20,15,15,11,0,0,NA,NA,"","","","",0,0
"13941",1,"HBL","male","Germany","2018/19","13","15060073",2018-11-19,"Flensburg","","","",6300,5,"SG Flensburg-Handewitt",3,"Rhein-Neckar Löwen","5","SG Flensburg-Handewitt",27,20,14,13,13,7,0,0,NA,NA,"","","","",0,0
"13940",1,"HBL","male","Germany","2018/19","13","15060071",2018-11-15," Düsseldorf","","","",5190,14,"Bergischer HC",18,"THW Kiel","18","THW Kiel",23,27,11,12,12,15,0,0,NA,NA,"","","","",0,0
"13939",1,"HBL","male","Germany","2018/19","13","15060069",2018-11-15,"Hannover","","","",3227,12,"TSV Hannover-Burgdorf",52,"SG BBM Bietigheim","52","SG BBM Bietigheim",26,27,14,12,12,15,0,0,NA,NA,"","","","",0,0
"13938",1,"HBL","male","Germany","2018/19","13","15060067",2018-11-15,"Berlin","","","",7478,2,"Füchse Berlin",15,"MT Melsungen","15","MT Melsungen",24,26,11,13,13,13,0,0,NA,NA,"","","","",0,0
"13937",1,"HBL","male","Germany","2018/19","13","15060065",2018-11-15,"Magdeburg","","","",6600,4,"SC Magdeburg",9,"TBV Lemgo Lippe","4","SC Magdeburg",29,24,17,12,12,12,0,0,NA,NA,"","","","",0,0
"13936",1,"HBL","male","Germany","2018/19","12","15060063",2018-11-11,"Mannheim","","","",6031,3,"Rhein-Neckar Löwen",6,"HC Erlangen","3","Rhein-Neckar Löwen",29,26,15,14,14,12,0,0,NA,NA,"","","","",0,0
"13935",1,"HBL","male","Germany","2018/19","12","15060061",2018-11-11,"Kiel","","","",10285,18,"THW Kiel",11,"FRISCH AUF! Göppingen","18","THW Kiel",28,26,14,14,14,12,0,0,NA,NA,"","","","",0,0
"13934",1,"HBL","male","Germany","2018/19","12","15060059",2018-11-11,"Lemgo","","","",3115,9,"TBV Lemgo Lippe",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",26,31,14,12,12,19,0,0,NA,NA,"","","","",0,0
"13933",1,"HBL","male","Germany","2018/19","12","15060057",2018-11-11,"Wuppertal","","","",2982,14,"Bergischer HC",7,"VfL Gummersbach","14","Bergischer HC",30,28,14,16,16,12,0,0,NA,NA,"","","","",0,0
"13932",1,"HBL","male","Germany","2018/19","12","15060055",2018-11-11,"Leipzig","","","",3119,13,"SC DHfK Leipzig",10,"GWD Minden","13","SC DHfK Leipzig",26,25,12,14,14,11,0,0,NA,NA,"","","","",0,0
"13931",1,"HBL","male","Germany","2018/19","12","15060053",2018-11-10,"Kassel","","","",3534,15,"MT Melsungen",42,"Die Eulen Ludwigshafen","15","MT Melsungen",30,26,14,16,16,10,0,0,NA,NA,"","","","",0,0
"13930",1,"HBL","male","Germany","2018/19","12","15060051",2018-11-08,"Stuttgart","","","",5840,17,"TVB Stuttgart",4,"SC Magdeburg","4","SC Magdeburg",27,40,9,18,18,22,0,0,NA,NA,"","","","",0,0
"13929",1,"HBL","male","Germany","2018/19","12","15060049",2018-11-08,"Bietigheim-Bissingen","","","",2017,52,"SG BBM Bietigheim",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",20,33,9,11,11,22,0,0,NA,NA,"","","","",0,0
"13928",1,"HBL","male","Germany","2018/19","12","15060047",2018-11-08,"Wetzlar","","","",3783,1,"HSG Wetzlar",2,"Füchse Berlin","2","Füchse Berlin",24,29,12,12,12,17,0,0,NA,NA,"","","","",0,0
"13927",1,"HBL","male","Germany","2018/19","11","15060045",2018-11-04,"Gummersbach","","","",3518,7,"VfL Gummersbach",1,"HSG Wetzlar","1","HSG Wetzlar",19,24,9,10,10,14,0,0,NA,NA,"","","","",0,0
"13926",1,"HBL","male","Germany","2018/19","11","15060043",2018-11-04,"Minden","","","",3800,10,"GWD Minden",18,"THW Kiel","18","THW Kiel",29,37,17,12,12,25,0,0,NA,NA,"","","","",0,0
"13925",1,"HBL","male","Germany","2018/19","11","15060041",2018-11-04,"Hannover","","","",5013,12,"TSV Hannover-Burgdorf",15,"MT Melsungen","15","MT Melsungen",29,36,15,14,14,22,0,0,NA,NA,"","","","",0,0
"13924",1,"HBL","male","Germany","2018/19","11","15060039",2018-11-04,"Leipzig","","","",3597,13,"SC DHfK Leipzig",11,"FRISCH AUF! Göppingen","13","SC DHfK Leipzig",29,25,12,17,17,8,0,0,NA,NA,"","","","",0,0
"13923",1,"HBL","male","Germany","2018/19","11","15060037",2018-11-01," Düsseldorf","","","",6758,14,"Bergischer HC",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",25,30,13,12,12,18,0,0,NA,NA,"","","","",0,0
"13922",1,"HBL","male","Germany","2018/19","11","15060035",2018-11-01,"Ludwigshafen","","","",2350,42,"Die Eulen Ludwigshafen",52,"SG BBM Bietigheim","52","SG BBM Bietigheim",23,24,13,10,10,14,0,0,NA,NA,"","","","",0,0
"13921",1,"HBL","male","Germany","2018/19","11","15060033",2018-11-01,"Nürnberg","","","",5127,6,"HC Erlangen",9,"TBV Lemgo Lippe","6","HC Erlangen",28,25,13,15,15,10,0,0,NA,NA,"","","","",0,0
"13920",1,"HBL","male","Germany","2018/19","11","15060031",2018-11-01,"Berlin","","","",7131,2,"Füchse Berlin",17,"TVB Stuttgart","17","TVB Stuttgart",25,30,12,13,13,17,0,0,NA,NA,"","","","",0,0
"13919",1,"HBL","male","Germany","2018/19","11","15060029",2018-11-01,"Flensburg","","","",6214,5,"SG Flensburg-Handewitt",4,"SC Magdeburg","5","SG Flensburg-Handewitt",26,25,14,12,12,13,0,0,NA,NA,"","","","",0,0
"13918",1,"HBL","male","Germany","2018/19","10","15060027",2018-10-18,"Stuttgart","","","",2203,17,"TVB Stuttgart",12,"TSV Hannover-Burgdorf","17","TVB Stuttgart",37,34,19,18,18,16,0,0,NA,NA,"","","","",0,0
